date,buy_kwh,em_kwh,cost_yuan,em_cost_yuan,Eend_mean
2025-02-01,46467.2354959362,0,24131.0781925945,0,7851.94711691358
2025-02-02,93579.236250463,0,59795.8599488157,0,8454.40771935925
2025-02-03,91954.7348354938,0,58487.4949046382,0,8464.37898005466
2025-02-04,92210.358026286,0,58719.76535787,0,8334.97824096097
2025-02-05,91691.9243169238,0,58300.3547444497,0,8289.19769672711
2025-02-06,92708.9445091564,0,59114.9479351296,0,8443.41070034304
2025-02-07,45188.1506351852,0,23267.1167534567,0,7738.15424070409
2025-02-08,43695.982437374,0,22563.7496576077,0,7917.90169201806
2025-02-09,90605.5073444445,0,57465.3881415963,0,8340.8193835452
2025-02-10,89523.5696859568,0,56573.7890164624,0,8565.508513207
2025-02-11,89660.8798236111,0,56751.2006384054,0,8436.21063217433
2025-02-12,89856.4413197531,0,56733.1559709121,0,8526.75660750386
2025-02-13,90168.2982356996,0,57100.3480950937,0,8677.35675839186
2025-02-14,42049.7174033951,0,21526.2688979168,0,7778.51567529128
2025-02-15,40499.1654979938,0,20815.8747230044,0,7790.66231906861
2025-02-16,88124.3373792695,4.97056666666534,55502.3580479407,34.6746730666574,8372.05846186632
2025-02-17,86238.4429845165,74.7989916666656,54593.140491162,521.797765866659,8579.87299725469
2025-02-18,86264.3643527778,31.3280333333375,54413.9809351725,210.403332737529,8573.14473898245
2025-02-19,86012.843735288,94.511041666664,54474.6015067178,564.491690041648,8392.60518713124
2025-02-20,85414.1223061728,0,53580.9840349415,0,8475.71673925765
2025-02-21,38809.314494393,0,19878.1248937715,0,7741.31698046264
2025-02-22,38220.9770527263,4.3288791666654,19620.4552673681,20.1985501916608,7329.29856610886
2025-02-23,84746.5983742799,68.6994934166665,53306.54048989,396.954093789206,8429.50477651203
2025-02-24,81950.3738479522,31.8598833333344,51031.9026427375,144.856670633338,8418.9400635227
2025-02-25,83387.3868118828,75.6979124999966,52353.8030175232,357.400132768734,8563.56191223765
2025-02-26,82063.9325833848,12.8922704166671,51116.8770518114,78.0723097641698,8546.77361324878
2025-02-27,80406.1862288694,98.3659032499965,50605.0302091911,569.065390309101,8281.63193160719
2025-02-28,36633.1535560185,0,18690.5830057678,0,7536.2385821621
2025-03-01,36464.0916106481,49.7491294166659,18871.1847617948,245.536828235954,7369.75733859857
2025-03-02,80600.729969375,706.568684124996,54421.048872842,4532.35634678264,8278.01666052276
2025-03-03,77899.3387337448,214.564412499999,48990.0170371112,1011.94163092083,7834.95995797808
2025-03-04,78105.1225002572,77.9825625000007,48560.4652196677,358.64952815417,8082.40427340566
2025-03-05,79000.5288338478,112.6293,49515.8096870381,715.70721904583,8376.6516783523
2025-03-06,76000.9785905864,81.4784204583316,47453.1338061513,411.387691963155,8395.46437302694
2025-03-07,34470.3566279835,0,17557.4810678327,0,7507.3756779681
2025-03-08,35639.5530190844,0,18119.1991366389,0,7256.27625847608
2025-03-09,79045.2751171749,124.807576208334,49474.9601909722,733.569623380964,8465.71358949582
2025-03-10,75819.9063472736,142.873991416664,47455.4771381192,925.416599809314,7995.29272796007
2025-03-11,74968.4547019547,0,45938.7956669177,0,8249.7921760407
2025-03-12,75111.0836854938,121.228010416667,46945.0715174275,845.686600666669,8253.75126185924
2025-03-13,71577.9641427469,269.065548333331,45938.3571768741,1794.79536424831,7878.36555591242
2025-03-14,33097.2012666152,0,16802.0452358962,0,7207.51599236851
2025-03-15,35019.5128720165,171.789629166663,18472.9374941105,794.569412881234,6837.82447945312
2025-03-16,75234.701447428,1.64000000000002,45963.5170424704,7.68176000000011,8160.26545311375
2025-03-17,74066.521034928,24.9918945416645,45334.3717593365,122.10295626857,8403.55865559992
2025-03-18,71864.7865020576,0,43777.2386793327,0,7936.45382809091
2025-03-19,71778.9773046811,0,43733.4676486941,0,7995.10132215277
2025-03-20,69513.1485305041,122.152754166665,43730.9720349416,852.137613066656,7972.46369422229
2025-03-21,31693.8630856996,86.683854708333,16439.9819730942,411.583291483811,6768.66192005337
2025-03-22,34642.6847661008,0,17332.6660309056,0,6842.01412605195
2025-03-23,71622.4619978909,134.553808333335,44378.3834299491,825.429543662512,7962.95455249968
2025-03-24,70672.5080752572,0,42904.0915120691,0,8036.03826758616
2025-03-25,69133.4891543725,124.799837833331,42787.8009078787,844.397215247299,7784.45517016975
